company,company_href,declaration_date,operation,instrument,amount_from_main,author,operation_date,quantity,price_eur,total_value_eur,comments,scraped_page,scraped_at,operation_date_parsed,declaration_date_parsed
Cybergun,/marches/transactions_dirigeants/FR0014004QR6p,12/11/2024,Cession,Action,400.0,"Auteur:IQ EQ MANAGEMENT société par actions simplifiée personne morale liée à HUGO BRUGIERE, dirigeant (par personnes moralesinterposées) de CYBERGUN",08/11/2024,4000000,0.0,,"IQ EQ MANAGEMENT agit comme fiduciaire d’une fiducie-gestion chargée de l’equitization, en toute indépendance et de manière structurée et organisée dans le temps, des obligations remboursables en actions souscrites et transférées à la fiducie-gestion, notamment par HBR Investment Group, société présidée et contrôlée par Hugo Brugière, elle-même président de Cybergun Développement (représentée par Hugo Brugière), elle-même gérant de Cybergun, conformément aux communiqués de presse de Cybergun en date des 7 décembre 2022 et 26 janvier 2023.",96,2025-07-27 20:58:50,2024-11-08,2024-11-12
Cybergun,/marches/transactions_dirigeants/FR0014004QR6p,12/11/2024,Cession,Action,37.0,"Auteur:IQ EQ MANAGEMENT société par actions simplifiée personne morale liée à HUGO BRUGIERE, dirigeant (par personnes moralesinterposées) de CYBERGUN",07/11/2024,370830,0.0,,"IQ EQ MANAGEMENT agit comme fiduciaire d’une fiducie-gestion chargée de l’equitization, en toute indépendance et de manière structurée et organisée dans le temps, des obligations remboursables en actions souscrites et transférées à la fiducie-gestion, notamment par HBR Investment Group, société présidée et contrôlée par Hugo Brugière, elle-même président de Cybergun Développement (représentée par Hugo Brugière), elle-même gérant de Cybergun, conformément aux communiqués de presse de Cybergun en date des 7 décembre 2022 et 26 janvier 2023.",96,2025-07-27 20:58:50,2024-11-07,2024-11-12
Broadpeak,/marches/transactions_dirigeants/FR001400AJZ7p,11/11/2024,Acquisition,Action,45475.0,"Auteur:JACQUES LE MANCQ, PDG",08/11/2024,39509,1.15,45435.35,,96,2025-07-27 20:58:50,2024-11-08,2024-11-11
Viridien,/marches/transactions_dirigeants/FR001400PVN6p,11/11/2024,Acquisition,ADR (American Depository Receipt),35828.0,"Auteur:olivier jouve, Independant Director",11/11/2024,850,42.15,35827.5,"on Nov 11 2024, acquisition of ADR (American Depository Receipt) for a total of $35824 CUSIP Number: 12531Q 303 ISIN Number US12531Q3039",96,2025-07-27 20:58:50,2024-11-11,2024-11-11
Eramet,/marches/transactions_dirigeants/FR0000131757p,11/11/2024,Acquisition,Action,426388.0,"Auteur:CEIR SAS, Administrateur",11/11/2024,7495,56.89,426390.55,,96,2025-07-27 20:58:50,2024-11-11,2024-11-11
Roche Bobois,/marches/transactions_dirigeants/FR0013344173p,11/11/2024,Acquisition,Action,588.0,"Auteur:TXR S.R.L.  personne morale liée à Giovanni Tamburi, Membre du Conseil de Surveillance",08/11/2024,14,42.0,588.0,,96,2025-07-27 20:58:50,2024-11-08,2024-11-11
Ayvens,/marches/transactions_dirigeants/FR0013258662p,11/11/2024,Cession,Action,214185.0,"Auteur:Philippos Zagorianakos, Group Regional Director",08/11/2024,30000,7.14,214200.0,,96,2025-07-27 20:58:50,2024-11-08,2024-11-11
SQLI,/marches/transactions_dirigeants/FR0011289040p,11/11/2024,Acquisition,Action,7358742.0,"Auteur:Synsion BidCo , Synsion BidCo, membre du Conseil d’Administration de SQLI",08/11/2024,136273,54.0,7358742.0,,96,2025-07-27 20:58:50,2024-11-08,2024-11-11
Gold by Gold,/marches/transactions_dirigeants/FR0011208693p,11/11/2024,Cession,Action,157.0,"Auteur:Patrick Schein, PDG",07/11/2024,32,4.9,156.8,,96,2025-07-27 20:58:50,2024-11-07,2024-11-11
Gold by Gold,/marches/transactions_dirigeants/FR0011208693p,11/11/2024,Cession,Action,24500.0,"Auteur:Patrick Schein, PDG",08/11/2024,5000,4.9,24500.0,,96,2025-07-27 20:58:50,2024-11-08,2024-11-11
Gold by Gold,/marches/transactions_dirigeants/FR0011208693p,11/11/2024,Cession,Action,3410.0,"Auteur:Patrick Schein, PDG",11/11/2024,696,4.9,3410.4,,96,2025-07-27 20:58:50,2024-11-11,2024-11-11
The Blockchain GP,/marches/transactions_dirigeants/FR0011053636p,11/11/2024,Acquisition,Action,1000000.0,"Auteur:Ludovic Chechin-Laurans, Administrateur",05/11/2024,5000000,0.2,1000000.0,Souscription a augmentation de capital,96,2025-07-27 20:58:50,2024-11-05,2024-11-11
Amoeba Biocide,/marches/transactions_dirigeants/FR0011051598p,11/11/2024,Acquisition,Action,206.0,"Auteur:NICE AND GREEN  personne morale liée à Benoit Villers, PCA",08/11/2024,300,0.69,206.99999999999997,,96,2025-07-27 20:58:50,2024-11-08,2024-11-11
Amoeba Biocide,/marches/transactions_dirigeants/FR0011051598p,08/11/2024,Acquisition,Action,776.0,"Auteur:NICE AND GREEN  personne morale liée à Benoit Villers, PCA",07/11/2024,1100,0.71,781.0,,96,2025-07-27 20:58:50,2024-11-07,2024-11-08
SQLI,/marches/transactions_dirigeants/FR0011289040p,08/11/2024,Acquisition,Action,333828.0,"Auteur:Synsion BidCo , Synsion BidCo, membre du Conseil d’Administration de SQLI",07/11/2024,6182,54.0,333828.0,,97,2025-07-27 20:58:51,2024-11-07,2024-11-08
Ose Immunotherapeutics,/marches/transactions_dirigeants/FR0012127173p,08/11/2024,Cession,Action,99878.0,"Auteur:ANNE-LAURE AUTRET-CORNET, administrateur représentant des salariés actionnaires",08/11/2024,10000,9.99,99900.0,,97,2025-07-27 20:58:51,2024-11-08,2024-11-08
Elis,/marches/transactions_dirigeants/FR0012435121p,08/11/2024,Acquisition,Action,9163366.0,"Auteur:BW GESTÃO DE INVESTIMENTOS LTDA. , Member of the Supervisory Board",08/11/2024,415000,22.08,9163200.0,Acquisition of shares by BW Gestão de Investimentos Ltda. acting via Kaon E (a fund for which BW Gestão de Investimentos Ltda. acts as investment manager).,97,2025-07-27 20:58:51,2024-11-08,2024-11-08
Witbe,/marches/transactions_dirigeants/FR0013143872p,08/11/2024,Acquisition,Action,1333.0,"Auteur:Marie-Véronique Lacaze, Président Directeur Général",08/11/2024,500,2.67,1335.0,,97,2025-07-27 20:58:51,2024-11-08,2024-11-08
Frey,/marches/transactions_dirigeants/FR0010588079p,08/11/2024,Acquisition,Action,1490.0,"Auteur:FIRMAMENT PARTICIPATIONS Société en commandite par actions, Administrateur",07/11/2024,50,29.8,1490.0,Ces opérations sont réalisées dans le cadre d'un mandat d'acquisition conclu avec le CIC.,97,2025-07-27 20:58:51,2024-11-07,2024-11-08
Coface,/marches/transactions_dirigeants/FR0010667147p,08/11/2024,Acquisition,Action,11304.0,"Auteur:Phalla GERVAIS, Directrice Financiere",08/11/2024,800,14.13,11304.0,,97,2025-07-27 20:58:51,2024-11-08,2024-11-08
Fonciere Inea,/marches/transactions_dirigeants/FR0010341032p,08/11/2024,Acquisition,Action,6144.0,"Auteur:GEST INVEST societe civile personne morale liée à Philippe ROSIO, Président-directeur général de l'Emetteur",07/11/2024,200,30.72,6144.0,"Philippe ROSIO, Gérant de GEST INVEST, est Président-Directeur général de FONCIERE INEA. Autre dirigeant de FONCIERE INEA auquel GEST INVEST est indirectement liée : Arline GAUJAL-KEMPLER, Directeur général délégué de FONCIERE INEA et ce, via GEST (détenue par la holding personnelle de chacun de Philippe ROSIO et d’Arline GAUJAL-KEMPLER) - GEST contrôlant GEST INVEST-",97,2025-07-27 20:58:51,2024-11-07,2024-11-08
Arkema,/marches/transactions_dirigeants/FR0010313833p,08/11/2024,Cession,Action,523154.0,"Auteur:Richard Jenkins, Directeur général adjoint Coating Solutions",07/11/2024,6360,82.26,523173.60000000003,,97,2025-07-27 20:58:51,2024-11-07,2024-11-08
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,08/11/2024,Cession,Action,701969.0,"Auteur:Laurence BAUCHER, Executive Vice President, Chief People and Information Officer",07/11/2024,21622,32.47,702066.34,,97,2025-07-27 20:58:51,2024-11-07,2024-11-08
Coretech 5,/marches/transactions_dirigeants/FR0013371507p,08/11/2024,Cession,Action,10483.0,"Auteur:Serge GOLDNER personne liée à Serge GOLDNER, PDG",08/11/2024,524136,0.02,10482.72,,97,2025-07-27 20:58:51,2024-11-08,2024-11-08
Encres Dubuit,/marches/transactions_dirigeants/FR0004030708p,08/11/2024,Acquisition,Action,63269.0,"Auteur:pascal quiry, Membre du conseil de surveillance",05/11/2024,23433,2.7,63269.100000000006,"Cette transaction a été effectuée via la société CF4P SAS, holding patrimoniale familiale dont Pascal Quiry est le bénéficiaire effectif.",97,2025-07-27 20:58:51,2024-11-05,2024-11-08
Renault,/marches/transactions_dirigeants/FR0000131906p,08/11/2024,Cession,Action,67354.0,"Auteur:Fabrice CAMBOLIVE, Membre du Leadership Team (comité exécutif du Groupe)",07/11/2024,1675,40.21,67351.75,,97,2025-07-27 20:58:51,2024-11-07,2024-11-08
UTI Group,/marches/transactions_dirigeants/FR0000074197p,08/11/2024,Acquisition,Action,10149.0,"Auteur:EEKEM GROUP Société par actions simplifiée  personne morale liée à Jean-Luc Bernard, président de EEKEM GROUP etadministrateur de UTI GROUP",08/11/2024,50745,0.2,10149.0,"EEKEM GROUP est une personne étroitement liée à une personne dirigeante de UTI GROUP, à savoir : Jean-Luc Bernard, président et actionnaire principal de EEKEM GROUP et administrateur de UTI GROUP.",97,2025-07-27 20:58:51,2024-11-08,2024-11-08
Axa,/marches/transactions_dirigeants/FR0000120628p,08/11/2024,Cession,Action,3527272.0,"Auteur:Thomas BUBERL, Directeur Général",05/11/2024,102726,34.34,3527610.8400000003,,97,2025-07-27 20:58:51,2024-11-05,2024-11-08
Lvmh,/marches/transactions_dirigeants/FR0000121014p,08/11/2024,Acquisition,Action,2999585.0,"Auteur:FINANCIERE AGACHE société anonyme personne morale liée à Bernard Arnault, Président-directeur général",06/11/2024,5001,599.8,2999599.8,"La société Financière Agache est également étroitement liée à Monsieur Frédéric Arnault, membre du Conseil d’administration deLVMH.",97,2025-07-27 20:58:51,2024-11-06,2024-11-08
Infotel,/marches/transactions_dirigeants/FR0000071797p,08/11/2024,Acquisition,Action,7641.0,"Auteur:Bernard Lafforet, Président Directeur Général",08/11/2024,180,42.45,7641.000000000001,,97,2025-07-27 20:58:51,2024-11-08,2024-11-08
TF1,/marches/transactions_dirigeants/FR0000054900p,08/11/2024,Acquisition,Action,176758.0,"Auteur:BOUYGUES SA , ADMINISTRATEUR DE TF1, FILIALE DIRECTE DE BOUYGUES",07/11/2024,24000,7.36,176640.0,,97,2025-07-27 20:58:51,2024-11-07,2024-11-08
TF1,/marches/transactions_dirigeants/FR0000054900p,07/11/2024,Acquisition,Action,160378.0,"Auteur:BOUYGUES SA , ADMINISTRATEUR DE TF1, FILIALE DIRECTE DE BOUYGUES",06/11/2024,22000,7.29,160380.0,,97,2025-07-27 20:58:51,2024-11-06,2024-11-07
Infotel,/marches/transactions_dirigeants/FR0000071797p,07/11/2024,Cession,Action,85200.0,"Auteur:josyane muller, ADMINISTRATEUR",05/11/2024,2000,42.6,85200.0,,97,2025-07-27 20:58:51,2024-11-05,2024-11-07
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,07/11/2024,Cession,Option de vente,47250.0,"Auteur:GROUPE INDUSTRIEL MARCEL DASSAULT SAS personne morale liée à Charles Edelstenne, Président d'honneur etadministrateur",07/11/2024,45000,1.05,47250.0,Charles Edelstenne est président d'honneur et administrateur de Dassault Systèmes et Président de GIMD.,97,2025-07-27 20:58:51,2024-11-07,2024-11-07
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,07/11/2024,Cession,Action,229238.0,"Auteur:Laurence BAUCHER, Executive Vice President, Chief People and Information Officer",06/11/2024,7200,31.84,229248.0,,97,2025-07-27 20:58:51,2024-11-06,2024-11-07
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,07/11/2024,Cession,Action,321861.0,"Auteur:THIBAULT DEFRANCE DE TERSANT, Senior Executive Vice-President, General Secretary",06/11/2024,10000,32.19,321900.0,,97,2025-07-27 20:58:51,2024-11-06,2024-11-07
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,07/11/2024,Acquisition,Action,42403.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",07/11/2024,1987,21.34,42402.58,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",97,2025-07-27 20:58:51,2024-11-07,2024-11-07
Fonciere Inea,/marches/transactions_dirigeants/FR0010341032p,07/11/2024,Acquisition,Action,6202.0,"Auteur:GEST INVEST societe civile personne morale liée à Philippe ROSIO, Président-directeur général de l'Emetteur",06/11/2024,203,30.55,6201.650000000001,"Philippe ROSIO, Gérant de GEST INVEST, est Président-Directeur général de FONCIERE INEA. Autre dirigeant de FONCIERE INEA auquel GEST INVEST est indirectement liée : Arline GAUJAL-KEMPLER, Directeur général délégué de FONCIERE INEA et ce, via GEST (détenue par la holding personnelle de chacun de Philippe ROSIO et d’Arline GAUJAL-KEMPLER) - GEST contrôlant GEST INVEST-",97,2025-07-27 20:58:51,2024-11-06,2024-11-07
Frey,/marches/transactions_dirigeants/FR0010588079p,07/11/2024,Acquisition,Action,1470.0,"Auteur:FIRMAMENT PARTICIPATIONS Société en commandite par actions, Administrateur",05/11/2024,50,29.4,1470.0,Ces opérations sont réalisées dans le cadre d'un mandat d'acquisition conclut avec le CIC.,97,2025-07-27 20:58:51,2024-11-05,2024-11-07
Gold by Gold,/marches/transactions_dirigeants/FR0011208693p,07/11/2024,Cession,Action,2976.0,"Auteur:Patrick Schein, PDG",06/11/2024,600,4.96,2976.0,,97,2025-07-27 20:58:51,2024-11-06,2024-11-07
Cybergun,/marches/transactions_dirigeants/FR0014004QR6p,07/11/2024,exercice de BSA,BSA,1037.0,"Auteur:IQ EQ MANAGEMENT société par actions simplifiée personne morale liée à HUGO BRUGIERE, dirigeant (par personnes moralesinterposées) de CYBERGUN",07/11/2024,10370830,0.0,,"IQ EQ MANAGEMENT agit comme fiduciaire d’une fiducie-gestion chargée de l’equitization, en toute indépendance et de manière structurée et organisée dans le temps, des obligations remboursables en actions souscrites et transférées à la fiducie-gestion, notamment par HBR Investment Group, société présidée et contrôlée par Hugo Brugière, elle-même président de Cybergun Développement (représentée par Hugo Brugière), elle-même gérant de Cybergun, conformément aux communiqués de presse de Cybergun en date des 7 décembre 2022 et 26 janvier 2023.",97,2025-07-27 20:58:51,2024-11-07,2024-11-07
Cybergun,/marches/transactions_dirigeants/FR0014004QR6p,06/11/2024,Cession,Action,200.0,"Auteur:IQ EQ MANAGEMENT société par actions simplifiée personne morale liée à HUGO BRUGIERE, dirigeant (par personnes moralesinterposées) de CYBERGUN",04/11/2024,2000000,0.0,,"IQ EQ MANAGEMENT agit comme fiduciaire d’une fiducie-gestion chargée de l’equitization, en toute indépendance et de manière structurée et organisée dans le temps, des obligations remboursables en actions souscrites et transférées à la fiducie-gestion, notamment par HBR Investment Group, société présidée et contrôlée par Hugo Brugière, elle-même président de Cybergun Développement (représentée par Hugo Brugière), elle-même gérant de Cybergun, conformément aux communiqués de presse de Cybergun en date des 7 décembre 2022 et 26 janvier 2023.",97,2025-07-27 20:58:51,2024-11-04,2024-11-06
Gold by Gold,/marches/transactions_dirigeants/FR0011208693p,06/11/2024,Cession,Action,7764.0,"Auteur:Patrick Schein, PDG",31/10/2024,1578,4.92,7763.76,,97,2025-07-27 20:58:51,2024-10-31,2024-11-06
Gold by Gold,/marches/transactions_dirigeants/FR0011208693p,06/11/2024,Cession,Action,15900.0,"Auteur:Patrick Schein, PDG",01/11/2024,3000,5.3,15900.0,,97,2025-07-27 20:58:51,2024-11-01,2024-11-06
Gold by Gold,/marches/transactions_dirigeants/FR0011208693p,06/11/2024,Cession,Action,15074.0,"Auteur:Patrick Schein, PDG",04/11/2024,3000,5.02,15059.999999999998,,98,2025-07-27 20:58:52,2024-11-04,2024-11-06
Gold by Gold,/marches/transactions_dirigeants/FR0011208693p,06/11/2024,Cession,Action,9038.0,"Auteur:Patrick Schein, PDG",04/11/2024,1755,5.15,9038.25,,98,2025-07-27 20:58:52,2024-11-04,2024-11-06
Amoeba Biocide,/marches/transactions_dirigeants/FR0011051598p,06/11/2024,Acquisition,Action,2873.0,"Auteur:NICE AND GREEN  personne morale liée à Benoit Villers, PCA",05/11/2024,4600,0.62,2852.0,,98,2025-07-27 20:58:52,2024-11-05,2024-11-06
Witbe,/marches/transactions_dirigeants/FR0013143872p,06/11/2024,Acquisition,Action,5599.0,"Auteur:Marie-Véronique Lacaze, Président Directeur Général",01/11/2024,2275,2.46,5596.5,,98,2025-07-27 20:58:52,2024-11-01,2024-11-06
Witbe,/marches/transactions_dirigeants/FR0013143872p,06/11/2024,Acquisition,Action,767.0,"Auteur:Marie-Véronique Lacaze, Président Directeur Général",04/11/2024,275,2.79,767.25,,98,2025-07-27 20:58:52,2024-11-04,2024-11-06
GenSight Biologics,/marches/transactions_dirigeants/FR0013183985p,06/11/2024,Souscription,Actions à bons de souscription d'actions,987934.0,"Auteur:SOFINNOVA PARTNERS SAS , Administrateur",06/11/2024,2812223,0.35,984278.0499999999,"Les opérations sur les titres de la société Gensight Biologics SA objet de la présente déclaration ont été réalisées par le fonds SOFINNOVA CROSSOVER I, dont la gestion est assurée par SOFINNOVA PARTNERS SAS, elle-même administrateur de la société Gensight Biologics SA.",98,2025-07-27 20:58:52,2024-11-06,2024-11-06
Elis,/marches/transactions_dirigeants/FR0012435121p,06/11/2024,Acquisition,Action,17393759.0,"Auteur:BW GESTÃO DE INVESTIMENTOS LTDA. , Member of the Supervisory Board",06/11/2024,803303,21.65,17391509.95,Acquisition of shares by BW Gestão de Investimentos Ltda. acting via Kaon E (a fund for which BW Gestão de Investimentos Ltda. acts as investment manager).,98,2025-07-27 20:58:52,2024-11-06,2024-11-06
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,06/11/2024,Acquisition,Action,82735.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",06/11/2024,3877,21.34,82735.18,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",98,2025-07-27 20:58:52,2024-11-06,2024-11-06
Roche Bobois,/marches/transactions_dirigeants/FR0013344173p,06/11/2024,Acquisition,Action,14735.0,"Auteur:TXR S.R.L.  personne morale liée à Giovanni Tamburi, Membre du Conseil de Surveillance",06/11/2024,350,42.1,14735.0,,98,2025-07-27 20:58:52,2024-11-06,2024-11-06
Unibail Rodamco Westfield,/marches/transactions_dirigeants/FR0013326246p,06/11/2024,Cession,Action,33309.0,"Auteur:Jurn Hoeksema, Chief Operating Officer Northern Europe",05/11/2024,446,74.68,33307.280000000006,"Cession de 446 actions jumelées au prix de 74,6832 € (actions issues du plan PS 2020).",98,2025-07-27 20:58:52,2024-11-05,2024-11-06
Unibail Rodamco Westfield,/marches/transactions_dirigeants/FR0013326246p,06/11/2024,Cession,Action,101426.0,"Auteur:Jurn Hoeksema, Chief Operating Officer Northern Europe",05/11/2024,1357,74.74,101422.18,"Cession de 1 357 actions jumelées au prix de 74,7431 € (actions issues du plan PS 2021).",98,2025-07-27 20:58:52,2024-11-05,2024-11-06
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,06/11/2024,Cession,Option de vente,56842.0,"Auteur:GROUPE INDUSTRIEL MARCEL DASSAULT SAS personne morale liée à Charles Edelstenne, Président d'honneur etadministrateur",05/11/2024,48500,1.17,56745.0,Charles Edelstenne est président d'honneur et administrateur de Dassault Systèmes et Président de GIMD.,98,2025-07-27 20:58:52,2024-11-05,2024-11-06
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,06/11/2024,Cession,Option de vente,109025.0,"Auteur:GROUPE INDUSTRIEL MARCEL DASSAULT SAS personne morale liée à Charles Edelstenne, Président d'honneur etadministrateur",05/11/2024,44500,2.45,109025.00000000001,Charles Edelstenne est président d'honneur et administrateur de Dassault Systèmes et Président de GIMD.,98,2025-07-27 20:58:52,2024-11-05,2024-11-06
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,06/11/2024,Cession,Option de vente,169141.0,"Auteur:GROUPE INDUSTRIEL MARCEL DASSAULT SAS personne morale liée à Charles Edelstenne, Président d'honneur etadministrateur",05/11/2024,41000,4.13,169330.0,Charles Edelstenne est président d'honneur et administrateur de Dassault Systèmes et Président de GIMD.,98,2025-07-27 20:58:52,2024-11-05,2024-11-06
Infotel,/marches/transactions_dirigeants/FR0000071797p,06/11/2024,Acquisition,Action,7258.0,"Auteur:Bernard Lafforet, Président Directeur Général",06/11/2024,170,42.69,7257.299999999999,,98,2025-07-27 20:58:52,2024-11-06,2024-11-06
Aubay,/marches/transactions_dirigeants/FR0000063737p,06/11/2024,Cession,Action,7914.0,"Auteur:DAVID FUKS, DGD",04/11/2024,170,46.55,7913.499999999999,,98,2025-07-27 20:58:52,2024-11-04,2024-11-06
Cegedim,/marches/transactions_dirigeants/FR0000053506p,06/11/2024,Acquisition,Action,234.0,"Auteur:FCB SAS, Administrateur",06/11/2024,20,11.7,234.0,,98,2025-07-27 20:58:52,2024-11-06,2024-11-06
Bnp Par.Tpa 84 1-2,/marches/transactions_dirigeants/FR0000140063p,06/11/2024,Acquisition,Action,156575.0,"Auteur:Jean LEMIERRE, Président",05/11/2024,2500,62.63,156575.0,Achat de 2 500 actions BNP Paribas,98,2025-07-27 20:58:52,2024-11-05,2024-11-06
Publicis Groupe,/marches/transactions_dirigeants/FR0000130577p,05/11/2024,Cession,Action,1988290.0,"Auteur:STEPHEN KING, CHAIRMAN PUBLICIS GROUPE EUROPE",29/10/2024,19559,101.66,1988367.94,,98,2025-07-27 20:58:52,2024-10-29,2024-11-05
Cegedim,/marches/transactions_dirigeants/FR0000053506p,05/11/2024,Acquisition,Action,25421.0,"Auteur:FCB SAS, Administrateur",05/11/2024,2147,11.84,25420.48,,98,2025-07-27 20:58:52,2024-11-05,2024-11-05
Peugeot Invest,/marches/transactions_dirigeants/FR0000064784p,05/11/2024,Acquisition,Action,29846.0,"Auteur:Sophie Banzet-Bérets, Administrateur",17/10/2024,400,74.61,29844.0,,98,2025-07-27 20:58:52,2024-10-17,2024-11-05
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,05/11/2024,LIEU DE LA TRANSACTION : Titres traités dans les dark pools Acquisitio,Action,1062000.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée personne morale liée à Antoine Flamarion, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",01/11/2024,50000,21.24,1062000.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",98,2025-07-27 20:58:52,2024-11-01,2024-11-05
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,05/11/2024,Acquisition,Action,54080.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",04/11/2024,2533,21.35,54079.55,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",98,2025-07-27 20:58:52,2024-11-04,2024-11-05
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,05/11/2024,LIEU DE LA TRANSACTION : Titres traités dans les dark-pools Acquisitio,Action,1066500.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle même Gérant de Tikehau Capital",05/11/2024,50000,21.33,1066500.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",98,2025-07-27 20:58:52,2024-11-05,2024-11-05
Amoeba Biocide,/marches/transactions_dirigeants/FR0011051598p,05/11/2024,Acquisition,Action,249.0,"Auteur:NICE AND GREEN  personne morale liée à Benoit Villers, PCA",04/11/2024,400,0.62,248.0,,98,2025-07-27 20:58:52,2024-11-04,2024-11-05
Gold by Gold,/marches/transactions_dirigeants/FR0011208693p,05/11/2024,Cession,Action,28547.0,"Auteur:Patrick Schein, PDG",05/11/2024,6179,4.62,28546.98,,98,2025-07-27 20:58:52,2024-11-05,2024-11-05
Fonciere Inea,/marches/transactions_dirigeants/FR0010341032p,05/11/2024,Acquisition,Action,6206.0,"Auteur:GEST INVEST societe civile personne morale liée à Philippe ROSIO, Président-directeur général de l'Emetteur",04/11/2024,204,30.42,6205.68,"Philippe ROSIO, Gérant de GEST INVEST, est Président-Directeur général de FONCIERE INEA. Autre dirigeant de FONCIERE INEA auquel GEST INVEST est indirectement liée : Arline GAUJAL-KEMPLER, Directeur général délégué de FONCIERE INEA et ce, via GEST (détenue par la holding personnelle de chacun de Philippe ROSIO et d’Arline GAUJAL-KEMPLER) - GEST contrôlant GEST INVEST-",98,2025-07-27 20:58:52,2024-11-04,2024-11-05
